ImageNumber,ObjectNumber,Children_FinalDots_C2_Count,Children_FinalDots_C3_Count,Intensity_IntegratedIntensityEdge_DAPI,Intensity_IntegratedIntensity_DAPI,Intensity_LowerQuartileIntensity_DAPI,Intensity_MADIntensity_DAPI,Intensity_MassDisplacement_DAPI,Intensity_MaxIntensityEdge_DAPI,Intensity_MaxIntensity_DAPI,Intensity_MeanIntensityEdge_DAPI,Intensity_MeanIntensity_DAPI,Intensity_MedianIntensity_DAPI,Intensity_MinIntensityEdge_DAPI,Intensity_MinIntensity_DAPI,Intensity_StdIntensityEdge_DAPI,Intensity_StdIntensity_DAPI,Intensity_UpperQuartileIntensity_DAPI,Location_Center_X,Location_Center_Y,Location_Center_Z,Mean_FinalDots_C2_Intensity_IntegratedIntensityEdge_Channel2,Mean_FinalDots_C2_Intensity_IntegratedIntensity_Channel2,Mean_FinalDots_C2_Intensity_LowerQuartileIntensity_Channel2,Mean_FinalDots_C2_Intensity_MADIntensity_Channel2,Mean_FinalDots_C2_Intensity_MassDisplacement_Channel2,Mean_FinalDots_C2_Intensity_MaxIntensityEdge_Channel2,Mean_FinalDots_C2_Intensity_MaxIntensity_Channel2,Mean_FinalDots_C2_Intensity_MeanIntensityEdge_Channel2,Mean_FinalDots_C2_Intensity_MeanIntensity_Channel2,Mean_FinalDots_C2_Intensity_MedianIntensity_Channel2,Mean_FinalDots_C2_Intensity_MinIntensityEdge_Channel2,Mean_FinalDots_C2_Intensity_MinIntensity_Channel2,Mean_FinalDots_C2_Intensity_StdIntensityEdge_Channel2,Mean_FinalDots_C2_Intensity_StdIntensity_Channel2,Mean_FinalDots_C2_Intensity_UpperQuartileIntensity_Channel2,Mean_FinalDots_C2_Location_CenterMassIntensity_X_Channel2,Mean_FinalDots_C2_Location_CenterMassIntensity_Y_Channel2,Mean_FinalDots_C2_Location_CenterMassIntensity_Z_Channel2,Mean_FinalDots_C2_Location_Center_X,Mean_FinalDots_C2_Location_Center_Y,Mean_FinalDots_C2_Location_Center_Z,Mean_FinalDots_C2_Location_MaxIntensity_X_Channel2,Mean_FinalDots_C2_Location_MaxIntensity_Y_Channel2,Mean_FinalDots_C2_Location_MaxIntensity_Z_Channel2,Mean_FinalDots_C2_Number_Object_Number,Mean_FinalDots_C3_Intensity_IntegratedIntensityEdge_Channel3,Mean_FinalDots_C3_Intensity_IntegratedIntensity_Channel3,Mean_FinalDots_C3_Intensity_LowerQuartileIntensity_Channel3,Mean_FinalDots_C3_Intensity_MADIntensity_Channel3,Mean_FinalDots_C3_Intensity_MassDisplacement_Channel3,Mean_FinalDots_C3_Intensity_MaxIntensityEdge_Channel3,Mean_FinalDots_C3_Intensity_MaxIntensity_Channel3,Mean_FinalDots_C3_Intensity_MeanIntensityEdge_Channel3,Mean_FinalDots_C3_Intensity_MeanIntensity_Channel3,Mean_FinalDots_C3_Intensity_MedianIntensity_Channel3,Mean_FinalDots_C3_Intensity_MinIntensityEdge_Channel3,Mean_FinalDots_C3_Intensity_MinIntensity_Channel3,Mean_FinalDots_C3_Intensity_StdIntensityEdge_Channel3,Mean_FinalDots_C3_Intensity_StdIntensity_Channel3,Mean_FinalDots_C3_Intensity_UpperQuartileIntensity_Channel3,Mean_FinalDots_C3_Location_CenterMassIntensity_X_Channel3,Mean_FinalDots_C3_Location_CenterMassIntensity_Y_Channel3,Mean_FinalDots_C3_Location_CenterMassIntensity_Z_Channel3,Mean_FinalDots_C3_Location_Center_X,Mean_FinalDots_C3_Location_Center_Y,Mean_FinalDots_C3_Location_Center_Z,Mean_FinalDots_C3_Location_MaxIntensity_X_Channel3,Mean_FinalDots_C3_Location_MaxIntensity_Y_Channel3,Mean_FinalDots_C3_Location_MaxIntensity_Z_Channel3,Mean_FinalDots_C3_Number_Object_Number,Number_Object_Number
1,1,0,6,92.764708429574966,959.58825919032097,0.39215686917304993,0.11764708161354065,0.77041836915912365,0.72549021244049072,1.0,0.40865510321398663,0.54615154194099091,0.50980395078659058,0.23529411852359772,0.19607843458652496,0.090054863344587455,0.17906808953878744,0.68137256801128387,827.19294251565168,61.778599886169609,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.425490258882443,3.750980487714211,0.22745098608235517,0.091503268728653595,0.1500916726567316,0.43660131593545276,0.54313727219899499,0.26915313028612081,0.30184329264258997,0.29411765560507774,0.14771242191394171,0.14509804298480353,0.088071901556319152,0.11617497253067928,0.41862745583057404,822.20032270241302,55.119640306724648,0.0,822.2259947654685,55.099626494363328,0.0,822.0,55.333333333333336,0.0,8.0,1
1,2,0,26,84.549021616578102,1819.2549421936274,0.47058823704719543,0.15686273574829102,0.89075838773804006,0.7450980544090271,1.0,0.41243425178818588,0.61399086810449788,0.58823531866073608,0.23529411852359772,0.19607843458652496,0.088548371160141484,0.19273509843819331,0.76470589637756348,312.70840364495444,75.239622004724936,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.8386124143233666,2.6478130387572141,0.22269985423638269,0.083559579860705599,0.1181172029990438,0.42202112365227479,0.49562595211542571,0.26660825673556715,0.28794585117589866,0.28914028090926319,0.14932127124988115,0.14932127124988115,0.090755097466184681,0.10905747745180906,0.39513575414625496,312.80083995331569,76.303569059820745,0.0,312.80640396961741,76.330285223461402,0.0,312.76923076923077,76.230769230769226,0.0,19.615384615384617,2
1,3,7,0,45.764707118272781,513.17648050189018,0.50980395078659058,0.15686273574829102,0.80690775745905408,0.86274510622024536,1.0,0.44867359919875277,0.67790816446749036,0.66666668653488159,0.19607843458652496,0.19607843458652496,0.14542328429464971,0.20355519672951336,0.84313726425170898,412.40554821664466,93.467635402906211,0,3.6969188834939684,7.1394959752048761,0.36106443511588232,0.099439778498240886,0.077110479038018487,0.56470590829849243,0.69075632095336914,0.40580122149602221,0.44629038794787795,0.45574230381420683,0.25994398764201571,0.25266107278210775,0.098895206338279598,0.12658575968264132,0.55882354932171963,418.49658109127256,92.763465377562284,0.0,418.4765734550715,92.757983743542155,0.0,418.71428571428572,92.571428571428569,0.0,9.1428571428571423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
1,4,7,1,64.450982019305229,975.8431594222784,0.50980395078659058,0.13725489377975464,0.33139491587734771,0.92156863212585449,1.0,0.45070616796716945,0.63572844262037687,0.62745100259780884,0.19607843458652496,0.19607843458652496,0.13389325567557542,0.18219099495324878,0.76470589637756348,448.71465798045602,90.012377850162864,0,3.0268908441066742,4.2935575459684641,0.34257704019546509,0.085154065064021525,0.085047648921383959,0.5215686474527631,0.66890758275985718,0.37888168492455243,0.41074630734292988,0.397198885679245,0.21568628081253596,0.21568628081253596,0.10024187373439934,0.13044215860535507,0.51946780724184849,440.90050712494985,87.600990703653466,0.0,440.89003139717431,87.605074337427268,0.0,441.0,87.571428571428569,0.0,7.4285714285714288,2.6235294938087463,4.4392158389091492,0.20784314721822739,0.13725489377975464,0.097405922406126874,0.44705882668495178,0.66274511814117432,0.26235294938087461,0.3170868456363678,0.30980393290519714,0.12549020349979401,0.12549020349979401,0.1084999603915279,0.14935725891808233,0.42941176891326904,445.42579505326449,88.777385156436722,0.0,445.5,88.714285714285708,0.0,446.0,89.0,0.0,32.0,4
1,5,7,11,79.294119536876678,1939.4902408868074,0.47058823704719543,0.11764708161354065,0.56906372146658069,0.70588237047195435,1.0,0.402508220999374,0.61924975762669454,0.58823531866073608,0.19607843458652496,0.19607843458652496,0.096130486856895556,0.18316680319987938,0.7450980544090271,639.99169859514689,99.23499361430396,0,2.6739496620638028,3.5563026315399577,0.30882354080677032,0.078711482031004767,0.087748955588167629,0.49523811255182537,0.57703083327838356,0.34578432470027887,0.37494626426671307,0.36834734678268433,0.21512605569192342,0.21512605569192342,0.092778519355017103,0.11525772539769881,0.48669469569410595,624.90525179666759,103.09375380715605,0.0,624.88095238095229,103.09871794871795,0.0,624.71428571428567,103.14285714285714,0.0,16.428571428571427,1.9515152026645162,3.0135473170402376,0.20374331928112291,0.075935831124132325,0.09190976763065449,0.3807486729188399,0.5037433288314126,0.24213490247387776,0.27430623389411479,0.27629234438592737,0.12228164229203355,0.12228164229203355,0.080979560655808427,0.11118051587639757,0.36684492907740851,637.44202800314554,99.570142708679427,0.0,637.45208569653755,99.529652811537829,0.0,637.18181818181813,99.909090909090907,0.0,36.363636363636367,5
1,6,0,1,46.039216920733452,658.23530891537666,0.50980395078659058,0.13725489377975464,0.19900775364447479,0.82352942228317261,1.0,0.46504259515892377,0.65496050638345937,0.64705884456634521,0.19607843458652496,0.19607843458652496,0.11652067070966531,0.17264719622586508,0.78431373834609985,163.49054726368161,133.36019900497513,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0549020245671272,2.7843138203024864,0.17254902422428131,0.078431375324726105,0.091462581069386525,0.54117649793624878,0.54117649793624878,0.2568627530708909,0.27843138203024864,0.20000000298023224,0.12156862765550613,0.12156862765550613,0.14222108713155002,0.15319236104579334,0.4745098203420639,171.70985915534416,136.98450703835272,0.0,171.80000000000001,137.0,0.0,171.0,136.0,0.0,49.0,6
1,7,0,16,81.078433275222778,1841.0392560362816,0.47058823704719543,0.15686273574829102,0.37662658582681702,0.62745100259780884,1.0,0.41366547589399377,0.61042415651070348,0.58823531866073608,0.15686275064945221,0.15686275064945221,0.087275901842280498,0.19815072904908143,0.76470589637756348,314.7977453580902,146.96419098143235,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0080882904585451,2.9700981199275702,0.23480392748024315,0.07892156857997179,0.10170575381814299,0.46176471747457981,0.53897060081362724,0.27456690367691899,0.30234765478300968,0.28627451928332448,0.15269608213566244,0.15269608213566244,0.097011151234675408,0.11992349754532487,0.4240196174941957,310.04294756955005,146.6612035043126,0.0,310.04193452380952,146.64687500000002,0.0,310.0625,146.75,0.0,55.5,7
1,8,0,0,67.490197882056236,1734.6667018681765,0.54901963472366333,0.13725489377975464,0.99544080636412535,0.70588237047195435,1.0,0.41405029375494623,0.69220538781651098,0.68627452850341797,0.19607843458652496,0.19607843458652496,0.10006078463598497,0.17942977720678163,0.8333333432674408,554.30287310454912,149.21588188347965,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8
1,9,10,8,75.372550740838051,1374.4902272075415,0.47058823704719543,0.13725489377975464,0.8174448865800058,0.7450980544090271,1.0,0.41873639300465582,0.61663985069876248,0.58823531866073608,0.19607843458652496,0.19607843458652496,0.092423532138441261,0.18980788178711658,0.76470589637756348,412.65365634813816,160.58366980708837,0,2.9360785201191901,5.2952942654490469,0.29147059917449952,0.10745098292827607,0.085276758362452548,0.51333335041999817,0.63294119238853452,0.34440800469928168,0.38858731353389364,0.38823530524969102,0.21803922206163406,0.21803922206163406,0.098372235482284048,0.13563927809012782,0.52362746596336363,415.2948386868631,158.12364250591637,0.0,415.28392857142865,158.1225,0.0,415.30000000000001,158.40000000000001,0.0,26.800000000000001,1.6955882762558758,2.4078431990928948,0.20183824142441154,0.06936274841427803,0.12714359008227161,0.39509804546833038,0.4691176563501358,0.2395253007489688,0.26367637979574426,0.25955883134156466,0.12058823788538575,0.12058823788538575,0.092361340025452709,0.11004256235655593,0.37769608525559306,408.84042897103973,161.81367113805567,0.0,408.81835317460315,161.84211309523809,0.0,409.125,162.0,0.0,66.625,9
1,10,1,22,171.54902422428131,5289.6863956302404,0.43137255311012268,0.15686273574829102,3.2368825729243893,0.90196079015731812,1.0,0.42253454242433819,0.59797494863556866,0.58823531866073608,0.23529411852359772,0.078431375324726105,0.10502727575133143,0.19580620211133476,0.7450980544090271,201.41374632602307,174.25401311327153,0,1.7176470905542374,1.7176470905542374,0.28529413044452667,0.080392152070999146,0.12947842258087744,0.47058823704719543,0.47058823704719543,0.34352941811084747,0.34352941811084747,0.39019608497619629,0.20784313976764679,0.20784313976764679,0.097349730739287973,0.097349730739287973,0.45686274766921997,174.18264839624101,173.27168950252991,0.0,174.19999999999999,173.40000000000001,0.0,175.0,173.0,0.0,29.0,2.011586507274346,2.7000000757927243,0.24959893660111862,0.081283426420255142,0.11460590992343435,0.40677362680435181,0.4725490307266062,0.28052574833747895,0.29782814560147391,0.31461676684292877,0.15169340880079704,0.15169340880079704,0.0835633672964229,0.098055801836040762,0.38770054280757904,215.17967954778624,178.78471968881738,0.0,215.19253001879687,178.80636759923632,0.0,215.27272727272728,178.81818181818181,0.0,78.454545454545453,10
